episode,length,time,reward,delta
169,15.0,0.0002779960632324219,0.0,8.357787128171674e-05
170,38.0,0.0006709098815917969,0.0,0.0004718602225437847
171,10.0,0.00019311904907226562,0.0,3.475644215951613e-05
172,46.0,0.0008139610290527344,0.0,0.00011425637262784197
173,19.0,0.0003478527069091797,0.0,0.0005475101410164852
174,30.0,0.0005388259887695312,0.0,0.00036747317457367875
175,52.0,0.0009150505065917969,0.0,0.0001597857307623988
176,11.0,0.00021028518676757812,0.0,0.00026712737375308656
177,9.0,0.0001761913299560547,0.0,5.475101410164847e-05
178,28.0,0.0005021095275878906,0.0,5.47510141016489e-06
179,19.0,0.0003478527069091797,0.0,0.00022134007499431343
180,23.0,0.00041604042053222656,0.0,3.67473174573678e-05
181,52.0,0.0009140968322753906,0.0,0.0003011031528361072
182,30.0,0.0005419254302978516,0.0,3.011031528361071e-05
183,11.0,0.00021314620971679688,0.0,0.00017500141241793253
184,12.0,0.00022673606872558594,0.0,0.00022368562162549885
185,14.0,0.00025916099548339844,0.0,0.0003287483463398337
186,20.0,0.0003638267517089844,0.0,0.00030507804021631625
187,38.0,0.0006690025329589844,0.0,0.00029363039714994376
188,11.0,0.00021004676818847656,0.0,0.000292653777951054
189,24.0,0.000431060791015625,0.0,0.0002924465498350678
190,43.0,0.0007541179656982422,0.0,0.0003537637831732066
191,9.0,0.00017404556274414062,0.0,0.0002549887525514534
192,40.0,0.0007009506225585938,0.0,0.0004952552064498379
193,19.0,0.0003459453582763672,0.0,4.952552064498375e-05
194,24.0,0.00043082237243652344,0.0,1.679614830515019e-05
195,33.0,0.0005829334259033203,0.0,0.0004580114215093996
196,28.0,0.0004999637603759766,0.0,0.00026991094682828103
197,19.0,0.00034499168395996094,0.0,3.0507804021631538e-05
198,12.0,0.00022721290588378906,0.0,2.5498875255145317e-05
199,14.0,0.0002608299255371094,0.0,-4.622846507565154e-05
200,31.0,0.000553131103515625,0.0,4.6558170632584814e-05
201,6.0,0.00012493133544921875,0.0,0.0003291109196938436
202,14.0,0.0002617835998535156,0.0,0.00040922599367681215
203,8.0,0.00016117095947265625,0.0,3.291109196938436e-05
204,28.0,0.0005021095275878906,0.0,5.0926966122266735e-05
205,26.0,0.0004680156707763672,0.0,1.6796148305150407e-06
206,10.0,0.00019288063049316406,0.0,1.679614830515149e-07
207,13.0,0.00024390220642089844,0.0,0.00015503504618598503
208,25.0,0.00045013427734375,0.0,0.0003411002071725115
209,10.0,0.00019216537475585938,0.0,0.00037019409410387087
210,27.0,0.0004830360412597656,0.0,0.0004065136986191864
211,45.0,0.0007889270782470703,0.0,0.00029228191430223877
212,23.0,0.0004131793975830078,0.0,4.655817063258525e-06
213,17.0,0.0003151893615722656,0.0,-5.0715435433824094e-05
214,28.0,0.0004992485046386719,0.0,0.00017951937539698547
215,19.0,0.000347137451171875,0.0,0.0003625684280658259
216,6.0,0.00012421607971191406,0.0,3.7019409410387054e-05
217,12.0,0.00022602081298828125,0.0,3.7019409410387325e-06
218,9.0,0.00017309188842773438,0.0,3.411002071725117e-05
219,5.0,0.00010609626770019531,0.0,3.625684280658258e-05
220,47.0,0.0008311271667480469,0.0,0.00041349489621136216
221,26.0,0.00046896934509277344,0.0,0.0003819737290106556
222,28.0,0.0005011558532714844,0.0,0.0005459985208207769
223,46.0,0.0008072853088378906,0.0,0.00041377975967758546
224,13.0,0.0002460479736328125,0.0,0.00032626333442499657
225,58.0,0.0010170936584472656,0.0,0.0005282553725879522
226,11.0,0.00020885467529296875,0.0,4.2207749568854086e-05
227,38.0,0.0006730556488037109,0.0,0.00043118471089747553
228,25.0,0.00044798851013183594,0.0,-1.8554683697650305e-05
229,14.0,0.00025916099548339844,0.0,4.311847108974748e-05
230,4.0,8.916854858398438e-05,0.0,4.137797596775859e-05
231,7.0,0.0001418590545654297,0.0,-1.855468369764998e-06
232,24.0,0.0004341602325439453,0.0,0.0003725780840478979
233,16.0,0.0002970695495605469,0.0,0.00027137711944394925
234,6.0,0.00012493133544921875,0.0,0.00021854663531541786
235,5.0,0.00010585784912109375,0.0,0.000311046834870218
236,12.0,0.00022602081298828125,0.0,-0.00019247119682699068
237,18.0,0.0003299713134765625,0.0,4.31184710897477e-06
238,21.0,0.0003838539123535156,0.0,4.3118471089746615e-07
239,10.0,0.00019216537475585938,0.0,0.0003107335505050557
240,10.0,0.00019097328186035156,0.0,3.725780840478979e-05
241,19.0,0.00034809112548828125,0.0,2.236856216254984e-05
242,24.0,0.00043201446533203125,0.0,0.0003535621628471957
243,12.0,0.00022602081298828125,0.0,0.0001950787406758334
244,14.0,0.0002620220184326172,0.0,3.10733550505056e-05
245,18.0,0.0003330707550048828,0.0,1.9507874067583274e-05
246,36.0,0.0006430149078369141,0.0,9.323337307903925e-05
247,22.0,0.00039887428283691406,0.0,-5.113789866906021e-05
248,10.0,0.00019407272338867188,0.0,0.00013266004804482966
249,39.0,0.0006909370422363281,0.0,0.0002334882310079446
250,16.0,0.0002949237823486328,0.0,0.0002848676552331554
251,15.0,0.00027871131896972656,0.0,5.282553725879523e-05
252,9.0,0.00017523765563964844,0.0,5.0995470303173435e-05
253,17.0,0.00031113624572753906,0.0,1.550350461859847e-05
254,13.0,0.000244140625,0.0,1.550350461859847e-06
255,22.0,0.0003979206085205078,0.0,0.00032082691553598895
256,14.0,0.00026106834411621094,0.0,0.00015083937109469598
257,22.0,0.00039696693420410156,0.0,0.00010985947409445122
258,12.0,0.0002288818359375,0.0,0.0001717086143902577
259,15.0,0.0002779960632324219,0.0,0.00035882066518268425
260,7.0,0.0001399517059326172,0.0,0.00017625034024842885
261,61.0,0.0010616779327392578,0.0,0.0005574491833139118
262,8.0,0.00015783309936523438,0.0,5.099547030317365e-06
263,18.0,0.00032806396484375,0.0,0.0003147961752716767
264,11.0,0.00020885467529296875,0.0,-0.00018284624283136473
265,9.0,0.00017595291137695312,0.0,0.0002325239831969942
266,9.0,0.00017595291137695312,0.0,0.0001677351740260493
267,20.0,0.00036525726318359375,0.0,2.325239831969941e-05
268,14.0,0.0002620220184326172,0.0,0.000373298227533107
269,13.0,0.00024509429931640625,0.0,3.732982275331069e-05
270,19.0,0.00034689903259277344,0.0,0.000579817274010726
271,14.0,0.00026106834411621094,0.0,0.00017546539588097088
272,24.0,0.00043201446533203125,0.0,0.00019604123607539598
273,43.0,0.0007531642913818359,0.0,1.098594740944509e-05
274,19.0,0.000347137451171875,0.0,-5.0671062437118155e-05
275,9.0,0.0001747608184814453,0.0,0.00025924486195530384
276,35.0,0.0006170272827148438,0.0,2.5924486195530374e-05
277,45.0,0.0007920265197753906,0.0,1.9604123607539566e-05
278,26.0,0.0004642009735107422,0.0,0.0002781599567101138
279,14.0,0.0002601146697998047,0.0,0.00014184825250829913
280,16.0,0.0002951622009277344,0.0,0.00040083987017590025
281,11.0,0.00021195411682128906,0.0,1.3266004804482934e-05
282,27.0,0.00048613548278808594,0.0,5.5744918331391224e-05
283,19.0,0.00034618377685546875,0.0,0.000294040243964216
284,20.0,0.0003619194030761719,0.0,0.0002345203480180651
285,18.0,0.0003292560577392578,0.0,1.5503504618595218e-07
286,13.0,0.000244140625,0.0,0.00035888617817277487
287,15.0,0.0002810955047607422,0.0,-0.00021236544799777853
288,24.0,0.00043511390686035156,0.0,2.7815995671011395e-05
289,17.0,0.0003139972686767578,0.0,0.0003420060774230035
290,36.0,0.0006380081176757812,0.0,0.00019490217301890248
291,30.0,0.0005359649658203125,0.0,0.0003482638793206577
292,17.0,0.00031113624572753906,0.0,3.4826387932065765e-05
293,7.0,0.0001399517059326172,0.0,0.00014310561699319756
294,12.0,0.00022602081298828125,0.0,1.4310561699319778e-05
295,40.0,0.0007050037384033203,0.0,3.482638793206555e-06
296,27.0,0.0004830360412597656,0.0,0.0001930893155587546
297,41.0,0.0007190704345703125,0.0,0.00036756300281913414
298,54.0,0.0009469985961914062,0.0,0.0004681950857080376
299,27.0,0.00048279762268066406,0.0,5.574491833139155e-06
300,17.0,0.0003120899200439453,0.0,-5.083275326082926e-05
301,7.0,0.000141143798828125,0.0,4.609774181406703e-05
302,15.0,0.00027823448181152344,0.0,0.0004371701266205676
303,15.0,0.0002770423889160156,0.0,1.9308931555875406e-05
304,25.0,0.0004489421844482422,0.0,6.866004441324284e-05
305,39.0,0.0006892681121826172,0.0,0.00044947495910462157
306,32.0,0.0005669593811035156,0.0,0.00024607021252449505
307,14.0,0.0002608299255371094,0.0,0.00027953493686728363
308,19.0,0.0003521442413330078,0.0,0.00037804328205444875
309,16.0,0.0002968311309814453,0.0,4.371701266205676e-05
310,75.0,0.0013072490692138672,0.0,0.00035756119975068984
311,16.0,0.0002961158752441406,0.0,2.7953493686728374e-05
312,7.0,0.000141143798828125,0.0,2.460702125244951e-05
313,21.0,0.00037980079650878906,0.0,0.0003623839188401466
314,19.0,0.0003459453582763672,0.0,0.00042438166657657035
315,4.0,8.893013000488281e-05,0.0,4.2438166657657024e-05
316,37.0,0.0006573200225830078,0.0,0.00048729293650168264
317,16.0,0.000293731689453125,0.0,0.0003524435568760544
318,25.0,0.0004489421844482422,0.0,0.00015370552405894497
319,24.0,0.0004329681396484375,0.0,0.00016335910806978984
320,53.0,0.0009248256683349609,0.0,0.00034042238654675354
321,10.0,0.0001919269561767578,0.0,0.0004705858252461539
322,20.0,0.00036215782165527344,0.0,2.79534936867287e-06
323,20.0,0.0003681182861328125,0.0,4.243816665765686e-06
324,34.0,0.0006041526794433594,0.0,0.0002890728302461436
325,26.0,0.00046706199645996094,0.0,2.795349368673195e-07
326,9.0,0.0001747608184814453,0.0,0.00033909367305866685
327,40.0,0.0007028579711914062,0.0,0.00021783893674314219
328,11.0,0.0002079010009765625,0.0,0.0003258316399493278
329,19.0,0.00034999847412109375,0.0,0.00037674357528374417
330,18.0,0.00033211708068847656,0.0,3.390936730586665e-05
331,25.0,0.0004489421844482422,0.0,3.404223865467531e-05
332,9.0,0.00017595291137695312,0.0,0.00034602398601308974
333,45.0,0.0007889270782470703,0.0,0.00036613823110611613
334,56.0,0.0009760856628417969,0.0,3.57561199750689e-05
335,5.0,0.00010704994201660156,0.0,0.00020532914390087795
336,17.0,0.0003120899200439453,0.0,0.0003509612474691566
337,75.0,0.0012989044189453125,0.0,1.5470472827552569e-06
338,15.0,0.0002758502960205078,0.0,0.0003103340623639931
339,10.0,0.00019216537475585938,0.0,3.509612474691563e-05
340,22.0,0.00039577484130859375,0.0,3.509612474691579e-06
341,13.0,0.0002429485321044922,0.0,0.00017652901418264923
342,18.0,0.00032711029052734375,0.0,0.0004198332206149396
343,4.0,8.893013000488281e-05,0.0,1.76529014182649e-05
344,16.0,0.0002932548522949219,0.0,0.0003182220648142955
345,12.0,0.0002257823944091797,0.0,0.00038235546784240487
346,28.0,0.0005018711090087891,0.0,0.0004064941779866477
347,4.0,8.893013000488281e-05,0.0,0.00043573426678289895
348,19.0,0.000347137451171875,0.0,3.823554678424046e-05
349,39.0,0.0006890296936035156,0.0,3.103340623639931e-05
350,31.0,0.0005550384521484375,0.0,-0.0001825036538771029
351,4.0,8.988380432128906e-05,0.0,4.3573426678289906e-05
352,26.0,0.00046706199645996094,0.0,0.00028230760981510605
353,21.0,0.0003819465637207031,0.0,3.103340623639931e-06
354,25.0,0.00044798851013183594,0.0,0.00024576891762516275
355,30.0,0.0005331039428710938,0.0,0.00013044223109932315
356,26.0,0.00046515464782714844,0.0,0.00019607549497082212
357,22.0,0.000396728515625,0.0,1.9607549497082212e-05
358,10.0,0.00019097328186035156,0.0,0.00040851940183326565
359,4.0,8.916854858398438e-05,0.0,0.00025128870947506204
360,7.0,0.00014066696166992188,0.0,2.5128870947506193e-05
361,9.0,0.00017523765563964844,0.0,0.00015420646272902626
362,29.0,0.0005159378051757812,0.0,2.457689176251632e-05
363,34.0,0.0005996227264404297,0.0,2.0532914390087816e-05
364,6.0,0.0001232624053955078,0.0,0.00026792727221515677
365,8.0,0.00015807151794433594,0.0,0.0004427419589834835
366,8.0,0.0001621246337890625,0.0,0.00034942055338368813
367,15.0,0.0002770423889160156,0.0,0.0005140999701627876
368,13.0,0.0002429485321044922,0.0,0.00032503259784894244
369,20.0,0.0003631114959716797,0.0,0.0004448177224584493
370,18.0,0.0003299713134765625,0.0,0.00023502076723761026
371,8.0,0.00015974044799804688,0.0,4.448177224584493e-05
372,4.0,9.274482727050781e-05,0.0,0.00044812445480036685
373,30.0,0.0005350112915039062,0.0,2.6792727221515683e-05
374,33.0,0.0005879402160644531,0.0,0.00038155833016283354
375,5.0,0.00010704994201660156,0.0,3.81558330162834e-05
376,16.0,0.0002942085266113281,0.0,3.815583301628356e-06
377,23.0,0.00041484832763671875,0.0,0.00023342559747199142
378,15.0,0.0002779960632324219,0.0,2.3342559747199147e-05
379,49.0,0.0008580684661865234,0.0,0.0003454946953771664
380,13.0,0.00024390220642089844,0.0,0.0003986701840147012
381,9.0,0.00017523765563964844,0.0,3.4549469537716634e-05
382,12.0,0.00022602081298828125,0.0,-0.00016291586334225377
383,8.0,0.00015807151794433594,0.0,0.0001876152630117919
384,12.0,0.0002257823944091797,0.0,-1.629158633422535e-05
385,23.0,0.00041484832763671875,0.0,1.5420646272902637e-05
386,5.0,0.00010609626770019531,0.0,3.454946953771647e-06
387,16.0,0.0002961158752441406,0.0,3.4549469537717556e-07
388,22.0,0.000396728515625,0.0,0.00023816069260563732
389,25.0,0.00045013427734375,0.0,4.448177224584504e-06
390,16.0,0.00029397010803222656,0.0,0.00046376082077575326
391,16.0,0.0002970695495605469,0.0,2.381606926056372e-05
392,13.0,0.00024700164794921875,0.0,2.4576891762516373e-06
393,24.0,0.00043702125549316406,0.0,5.162583486260843e-05
394,16.0,0.00029587745666503906,0.0,0.0003765697687323543
395,40.0,0.0007081031799316406,0.0,-7.960042904924902e-05
396,14.0,0.00026416778564453125,0.0,3.765697687323547e-05
397,18.0,0.00032901763916015625,0.0,0.00037680746747622337
398,19.0,0.00034618377685546875,0.0,3.768074674762235e-05
399,52.0,0.0009109973907470703,0.0,9.755709921772525e-05
400,20.0,0.0003631114959716797,0.0,0.0002640839377706672
401,14.0,0.00026106834411621094,0.0,0.0003964512326996748
402,36.0,0.0006382465362548828,0.0,0.0003053272503236031
403,20.0,0.00036406517028808594,0.0,0.00042010721685609457
404,26.0,0.0004668235778808594,0.0,4.2010721685609425e-05
405,20.0,0.0003647804260253906,0.0,3.964512326996752e-05
406,20.0,0.00036525726318359375,0.0,4.201072168560959e-06
407,22.0,0.00040435791015625,0.0,0.00018807926319782168
408,26.0,0.0004699230194091797,0.0,0.0003386676590800273
409,48.0,0.0008451938629150391,0.0,3.053272503236032e-05
410,50.0,0.0008747577667236328,0.0,1.088020569341402e-05
411,89.0,0.001547098159790039,0.0,2.5684181487421222e-05
412,11.0,0.000209808349609375,0.0,6.892220078805785e-05
413,15.0,0.0002810955047607422,0.0,9.755709921772482e-06
414,21.0,0.0003829002380371094,0.0,0.00038307044745459806
415,25.0,0.00044989585876464844,0.0,3.830704474545979e-05
416,8.0,0.00015783309936523438,0.0,9.755709921772156e-07
417,32.0,0.0005669593811035156,0.0,9.75570992176782e-08
418,23.0,0.0004169940948486328,0.0,0.0002962394350079151
419,12.0,0.00022602081298828125,0.0,0.00041335334859237685
420,15.0,0.00027871131896972656,0.0,9.755709921756978e-09
421,17.0,0.00031304359436035156,0.0,0.00014332769067106895
422,7.0,0.00014019012451171875,0.0,1.4332769067106912e-05
423,4.0,8.893013000488281e-05,0.0,4.133533485923765e-05
424,10.0,0.0001938343048095703,0.0,9.755709921540137e-10
425,21.0,0.0003819465637207031,0.0,0.0003374269817806883
426,16.0,0.0002949237823486328,0.0,0.00027929214735871176
427,8.0,0.00015687942504882812,0.0,0.0003422844323317631
428,104.0,0.0017940998077392578,0.0,2.799075275408474e-05
429,25.0,0.00044918060302734375,0.0,2.7929214735871117e-05
430,8.0,0.00015687942504882812,0.0,0.00044599555508915956
431,4.0,8.893013000488281e-05,0.0,0.00036095727742816477
432,29.0,0.0005171298980712891,0.0,0.00028563402114638434
433,23.0,0.00041484832763671875,0.0,0.0002894767088178745
434,16.0,0.0002980232238769531,0.0,4.459955550891598e-05
435,24.0,0.0004382133483886719,0.0,0.0004799548199742349
436,17.0,0.00031375885009765625,0.0,0.0003946235085071468
437,14.0,0.0002617835998535156,0.0,3.9462350850714674e-05
438,13.0,0.00024509429931640625,0.0,1.880792631978219e-05
439,28.0,0.0005030632019042969,0.0,0.00045729279397287685
440,13.0,0.00024390220642089844,0.0,-5.118091958305072e-05
441,53.0,0.000926971435546875,0.0,2.8563402114638466e-05
442,6.0,0.0001239776611328125,0.0,0.00041170876577922036
443,45.0,0.0007910728454589844,0.0,0.0003529684713919904
444,14.0,0.0002601146697998047,0.0,4.6062925181844907e-05
445,16.0,0.0002949237823486328,0.0,-4.657472462196548e-05
446,18.0,0.0003299713134765625,0.0,2.7990752754084632e-06
447,11.0,0.00020885467529296875,0.0,4.6523544677953377e-05
448,24.0,0.00043201446533203125,0.0,0.00014662275966267245
449,15.0,0.0002799034118652344,0.0,3.529684713919905e-05
450,38.0,0.0006759166717529297,0.0,3.529684713919894e-06
451,18.0,0.00032901763916015625,0.0,0.0003697905220296929
452,27.0,0.0004799365997314453,0.0,0.00032708027830610607
453,10.0,0.0001919269561767578,0.0,0.0004085126669610941
454,9.0,0.00017690658569335938,0.0,2.8563402114637924e-06
455,9.0,0.00017690658569335938,0.0,2.856340211463901e-07
456,5.0,0.00010800361633300781,0.0,4.0851266696109376e-05
